50;11580;1090;4670;2280;2880;390
100;13660;3390;8060;5390;5240;290
150;13930;7240;11740;10760;860;430
200;5300;12700;15410;18300;1100;490
250;8110;19410;18450;25530;7130;590
300;12520;27350;21490;34970;1580;650
350;13540;29130;21370;36870;4920;610
400;15930;38750;21140;42290;490;590
450;4970;41780;24020;53970;500;650
500;5910;51120;26290;64800;550;720
550;6930;62000;30980;76250;620;820
600;10340;97850;38540;120460;760;1300
650;10090;107990;40960;135690;690;1760
700;10990;126250;42780;154760;750;1240
750;12530;143580;46480;150450;750;1220
800;12290;136500;43750;182210;1160;1490
850;21570;185830;48690;171410;1110;2340
900;17130;160260;49740;190910;940;1260
950;20050;178160;55000;214250;1180;1490
1000;21720;199350;58370;234470;1140;1570
1050;24240;217490;57120;257950;1100;1440
1100;26580;238770;60980;280690;1150;1540
1150;28650;261560;65510;309510;1300;1560
1200;31580;283000;63980;332460;1260;1670
1250;33110;307550;73090;359700;1310;1910
1300;37050;330870;79330;386660;1370;1860
1350;39590;501830;103690;547360;1510;2540
1400;42860;478300;91000;534330;1340;2250
1450;40670;452680;88010;542050;1290;2680
1500;40280;450020;79310;519640;1300;2100
1550;41610;462490;79310;559490;1280;2200
1600;43050;495470;83820;801960;1720;2880
1650;58430;700000;110130;820250;1940;2440
1700;66250;570540;96320;643970;1880;2500
1750;64500;587770;92620;690980;1840;2540
1800;66580;624760;98700;721620;1880;2520
1850;70930;660300;97940;763540;1930;2550
1900;75460;695720;108570;802540;2170;2690
1950;81820;730990;110190;853400;2160;2800
2000;83870;766520;122320;982170;2200;2920
2050;87490;808340;207070;956920;2270;2880
2100;100940;848210;189900;993810;2410;3000
2150;97150;883330;168530;1068680;2240;2920
2200;100530;926180;204160;1079460;2310;3050
2250;106140;966260;172920;1125820;2490;3230
2300;112200;1010220;125750;1160850;2530;3240
2350;116310;1054440;160050;1213650;2600;3350
2400;121060;1102280;130280;1275020;2520;3430
2450;127090;1143860;139320;1320200;2710;3470
2500;133470;1337460;186280;1787700;2610;4060
2550;126490;1454600;151060;1628020;2250;3950
2600;116560;1634730;159760;1602940;2910;3750
2650;150670;1644760;145880;1633510;2270;3810
2700;125330;1415170;147080;1761880;4140;4760
2750;156940;1850780;191820;1857760;2880;3860
2800;164930;1529530;162420;1710680;3070;4000
2850;174260;1548660;156210;1758440;3130;3960
2900;176560;1594920;162380;1823410;3210;4110
2950;182520;1647020;169120;1883380;3240;4070
3000;189110;1705300;172150;1949070;3130;4170
3050;194120;1763250;176700;2026630;3140;4290
3100;198560;1822730;186270;2077680;3410;4320
3150;208840;1900110;237340;2728460;4010;5070
3200;248570;2217370;189040;2247150;3500;4410
3250;222270;2103660;219460;2927450;3180;5090
3300;201420;2168230;171830;2790170;3280;4980
3350;202820;2160630;175360;2884500;4330;5750
3400;283440;2214250;187340;2549950;3970;4830
3450;252980;2286200;193430;2640150;3810;4830
3500;260300;2354840;205530;2701140;3880;4920
3550;268040;2640620;225620;3687780;3560;5560
3600;232260;2746420;224940;3398040;5000;6100
3650;339090;3233060;212240;3400950;4670;5380
3700;296560;3046760;180640;3718510;5460;5320
3750;346090;3253580;174330;4256010;5960;6880
3800;383590;3537350;174890;3958720;4120;6790
3850;313790;2993280;151100;3831280;5690;5570
3900;359370;2927350;149270;3259640;4260;5330
3950;328640;3450930;161500;3580670;5220;6910
4000;427970;3375620;153300;3392920;4110;5470
4050;340540;3084490;165120;3481550;4390;5540
4100;340930;3167720;159920;3577690;4220;5620
4150;349890;4207240;159110;3691080;4540;5640
4200;363840;3321390;163590;3725100;4330;5740
4250;370930;3642760;370590;4036840;4360;5830
4300;377490;3877970;210600;4625870;4170;6060
4350;373910;3926000;166740;4531770;5910;6940
4400;456250;4575950;191390;4551100;3740;6210
4450;331130;3835660;203220;4455360;3720;6090
4500;332120;3818890;170570;5280170;5730;7280
4550;494540;4050600;176580;4571510;5740;9250
4600;462840;4234020;199070;5131130;5270;6980
4650;491280;4118830;184280;7025430;9020;10270
4700;812270;6705210;371190;7843960;11080;12540
4750;1086480;6174570;378680;6868510;6050;7010
4800;508390;4808880;178480;5129070;4000;6580
4850;391850;4932850;244860;5188610;5290;6570
4900;494610;4571280;194630;5114640;5330;6680
4950;500920;4905880;242330;5537670;5080;6770
5000;560920;5645800;327820;7012190;5630;6890
